11	U86374	11/12/2019 11:49:58 AM	N8544 N7481 N8262	N21713-0 N8510-0 N9310-0 N19695-0 N24973-0 N24780-0 N2299-0 N13697-0 N13089-0 N25333-0 N26273-0 N24971-0 N5785-0 N13649-0 N1248-0 N13468-0 N16787-0 N9480-0 N26549-0 N15536-0 N27291-0 N7483-0 N18215-0 N15885-0 N21784-0 N23853-0 N4187-0 N25192-0 N22995-0 N15901-0 N1132-0 N10118-0 N25142-0 N23491-0 N3148-0 N10140-0 N16337-0 N10769-0 N18914-0 N12323-0 N14118-1 N4137-0 N509-0 N17138-0 N12770-0 N24984-0 N676-0 N7566-0 N19376-0
12	U72944	11/12/2019 7:27:24 AM	N3076 N6887 N16955 N16699 N27700 N23620 N9045 N12838 N2242 N12838 N18859 N27910	N9310-1 N977-0 N28002-0 N19695-0 N7911-0 N24296-0 N10118-0 N5051-0 N13649-0
13	U13132	11/11/2019 7:08:47 AM	N18748 N17838 N15409 N20561 N173 N17393 N5542 N24917 N13455 N710 N15649 N13176 N12441 N20209 N1945	N15525-0 N15433-0 N27910-0 N24150-0 N13661-0 N27539-1 N13359-0 N25501-0 N3970-0 N23511-0 N18390-0 N27774-0 N18780-0 N26467-0 N16474-0 N23860-0
14	U90734	11/9/2019 9:27:22 AM	N13543 N3823 N12627 N15621 N15366 N26569 N3299 N11345 N27489 N18761 N15103 N11947 N27940 N12079 N4082 N13553 N15105 N21716 N13929 N11617 N15849 N17687 N3790 N513 N16121 N4438 N8485 N14065 N15167 N513 N4726 N21374 N15443 N28597 N25054 N27079 N13477 N4488	N824-0 N14864-0 N14445-0 N21822-0 N8837-0 N24816-0 N10910-0 N27847-1 N14073-0 N10582-0 N26428-0 N11566-1 N2916-0 N425-0 N2770-0 N1636-0 N20451-0 N25810-0 N17653-1 N18352-0 N4539-0 N19229-0 N27814-0 N9524-0 N3305-0 N19948-0
15	U57329	11/11/2019 4:26:49 AM	N12117 N10571 N19377 N18181 N10971 N7360 N10460 N417 N11723 N17191 N2604 N17188 N21091 N20723 N3495 N8449 N13831 N13025 N129 N20416 N9177 N1839 N10944 N19421 N16384 N24461 N22514 N18426 N19192 N44 N19801 N28296 N425 N7962 N8280 N22799 N20621	N3042-0 N18162-0 N12610-0 N23860-0 N20621-0 N19954-1 N425-0 N18780-0 N12985-0 N19270-0 N18018-0 N19417-0 N14304-0 N16856-0 N21400-0 N18609-0 N27379-0 N1672-0 N6677-0 N10894-0 N13359-0 N19798-0 N19010-1
16	U75773	11/12/2019 10:11:50 AM	N11578 N10155 N15389 N1724 N18216 N3023 N25777 N16699 N13331 N21816 N14764 N24456 N16587 N1553 N6362 N11250 N25397 N1037 N8805 N13040 N13331 N15102 N2816 N26106 N2313 N15224 N1219 N28105 N13484 N20938 N12751 N27374 N12406 N23916 N26925 N20938 N15934 N17859 N27138 N13047 N28361	N4441-0 N21462-0 N28361-0 N9310-0 N16945-0 N9520-0 N24296-0 N10118-0 N1248-0 N24039-0 N21415-0 N3529-1 N12770-0 N13445-0 N3990-0 N833-0 N13649-0 N2299-0 N13580-0 N18101-0 N26273-0 N27172-0 N15885-0 N1132-0 N24649-0 N3325-0 N13468-0 N11296-0 N22163-0 N676-0 N24446-0 N18144-0 N19695-0 N13089-0 N5054-0 N7911-0 N3191-0
17	U84983	11/13/2019 9:28:00 AM	N4202 N22507 N17470 N13493 N11195 N21404 N6080 N28115 N8403 N8012 N18166 N19862 N5985 N11723 N22427 N14327 N5135 N27877 N26569 N4335 N1359 N6245 N7476 N24226 N12677 N20609 N14189 N10276 N5734 N14014 N5162 N26030 N26261 N16136 N11072 N4226 N15132 N21816 N25316 N15830 N18774 N6963 N1130 N12078 N16684 N27525 N18049 N12149 N14266 N18748 N16559 N28019 N2733 N9721 N4958 N20077 N2621 N4385 N27607 N21698 N14672 N15514 N17008 N26231 N14325 N6497 N6042 N14099 N28154 N26983 N20759 N18216 N24849 N10483 N12016 N5090 N26009 N24017 N15501 N7850 N8925 N11061 N23968 N2334 N15076 N9177 N28409 N14776 N2365 N11835 N17468 N2432 N22685 N17255 N19398 N1852 N15535 N22963 N22175 N13944 N12940 N23674 N1827 N22618 N3774 N25891 N17639 N7390 N7370 N2707 N25948 N22494 N20854 N8939 N6048 N13700 N7361 N2242 N13805 N17184 N17099 N9078 N5994 N13226 N12818 N16581 N3790 N17446 N22032 N7225 N17438 N13996 N1393 N5338 N4915 N2669 N18620 N14701 N20825 N4117 N828 N17086	N24147-0 N8545-0 N24718-0 N8832-0 N5309-0 N15797-0 N20290-0 N2355-0 N10074-0 N19430-0 N3722-0 N26803-0 N8506-0 N18912-0 N11230-0 N536-0 N27077-0 N707-0 N5821-0 N24971-1 N21526-0 N25419-0 N3870-0 N25163-0 N755-0 N5558-0 N14088-0 N8187-0 N24674-0 N16787-0 N12729-0
18	U22478	11/10/2019 6:04:21 PM	N14790 N18766 N7164 N5511 N10962 N4688 N2782 N22586	N8257-0 N22579-1 N25314-0 N16241-0 N8526-0 N25787-0 N10232-0 N10328-0 N6596-0 N28544-0 N23650-0 N12985-0 N18038-0 N3577-0 N13203-0 N13576-0 N19948-0 N2847-0 N23906-0 N28182-0 N7774-0 N21459-0 N3591-0
19	U46200	11/12/2019 10:18:28 AM	N17448 N13650 N9063 N22385 N12736 N11316 N17699 N16122 N21327 N12202 N15366 N18766 N7733 N27052 N11610 N13390 N18133 N26848 N10447 N28214 N19253 N20008 N13819 N15348 N5039 N21913 N20970 N21320 N4617 N2045 N8174 N4958 N9833 N22599 N14672 N28154 N17008 N4376 N22668 N2236 N11835 N17255 N8067 N21057 N14523 N24917 N18607 N18136 N11360 N877 N27384 N1953 N20886 N25584 N4750 N6197 N28501 N15821 N12973 N10917 N13700 N3534 N20730 N19742 N14065 N8693 N10491 N4424 N1635 N25957 N6062 N13996 N11155 N22852 N6062 N13996 N26941 N20663 N16161 N27079 N11702 N6661 N21545 N27713 N19949 N17738 N17086 N20343 N2368 N16858 N10647 N3175 N26085 N23158 N12643 N10231 N5170	N25142-0 N8510-0 N19695-0 N26273-0 N2768-0 N3529-0 N19376-0 N18943-0 N13468-0 N1248-0 N21171-0 N1157-0 N23422-0 N23491-0 N17676-0 N19156-0 N24296-0 N10004-0 N4415-0 N16474-0 N18914-0 N4098-0 N7911-0 N18101-0 N13404-0 N7222-0 N18144-0 N13580-0 N9952-0 N11286-0 N10140-0 N25249-0 N16008-0 N4187-0 N21784-0 N5318-0 N3998-0 N15852-0 N10729-0 N16945-0 N16813-0 N14030-0 N2892-0 N18902-0 N10118-0 N2299-0 N5305-0 N19049-0 N25843-0 N5805-0 N18215-0 N9310-0 N13089-1 N20587-0 N18172-0 N13649-0 N1132-0 N16787-0 N9480-0 N1277-0 N20122-0 N24649-0 N6937-0 N2490-0 N16154-0 N15536-0 N17545-0 N14237-0 N25787-0
20	U87270	11/14/2019 10:32:10 AM	N3076 N20266 N26459 N1884 N22427 N11723 N10006 N2783 N3847 N17944 N25457 N22980 N16699 N14189 N13565 N26330 N22024 N27610 N5502 N27206 N20911 N21734 N215 N21816 N20903 N19338 N25232 N22711 N19531 N20953 N23993 N4215 N10933 N5115 N25187 N23739 N13671 N24774 N18395 N13024 N27700 N578 N10034 N15633 N12871 N20081 N15585 N8014 N21531 N15336 N6436 N25455 N14828 N6122 N18802 N18930 N27013 N21627 N10069 N21814 N20278 N266 N22599 N7834 N17607 N11625 N10100 N14297 N27165 N28409 N10848 N22668 N17425 N16121 N9177 N20580 N2305 N15877 N14103 N2313 N2706 N26676 N18426 N6793 N5969 N19143 N14649 N24505 N25451 N28155 N12941 N25510 N6197 N21500 N14872 N20886 N16101 N19213 N19446 N21263 N27591 N23948 N17446 N2624 N25437 N4381 N24626 N19667 N2946 N26588 N25170 N13477 N425 N2963 N15106 N12558 N7255 N25554 N20753 N14399 N9814 N24746 N14201 N10541 N24306 N20146 N9524 N3011 N2468 N27910	N17839-0 N13247-0 N25897-0 N18375-1 N22794-0 N3867-0 N13316-0 N22216-0 N17492-0 N25311-0 N12833-0 N7908-0 N9870-1 N13667-0 N2818-0 N6726-0 N2481-0 N16348-0 N15605-0
21	U33585	11/14/2019 10:33:49 AM	N3076 N24628 N11723 N25457 N16699 N21395 N25232 N8619 N26393 N27446 N13717 N14860 N15807 N7850 N11061 N13348 N19434 N17674 N2313 N8067 N13700 N9453 N21474 N25437 N2624 N27304 N16161 N20343 N17774 N20209 N25583	N20105-0 N12833-0 N15467-0 N6726-0 N13667-1 N22043-0 N22216-0 N28493-0 N17492-0 N13552-0 N622-1 N18375-0 N1570-1 N25598-0 N16348-0 N13316-0 N17839-0 N17391-0 N10821-0 N8802-0 N23114-1 N13247-0 N9870-0 N25311-0 N3869-0 N5830-0
22	U57826	11/14/2019 5:45:02 AM	N7452 N25002 N26748 N18780 N17483 N20172 N6270 N1088 N3403 N24536	N2665-0 N1570-0 N9640-0 N23194-0 N4948-0 N26712-0 N13247-0 N11446-0 N16506-0 N9983-0 N15165-0 N24516-0 N21016-0 N13667-0 N2494-0 N8579-0 N18368-0 N18079-0 N2214-0 N6547-0 N10797-0 N6726-0 N11158-0 N23147-0 N26688-0 N8654-0 N10240-0 N25620-0 N10086-0 N13552-0 N8957-0 N14073-0 N26157-0 N21328-1 N27355-0 N26998-0 N9992-0 N13957-0 N8802-0 N26510-0 N4714-0 N3228-0 N9314-0 N25311-0 N12742-0 N22351-0 N10646-0 N18987-0 N16354-0 N28205-0 N19157-0 N10767-0 N21653-0 N8849-0 N6889-0 N12167-0 N23487-0 N6425-0 N2818-0 N18087-0 N7883-0 N24029-0 N3869-0 N12328-0 N26552-0 N6296-0 N23067-0 N25155-0 N24693-0 N8173-0 N26082-0 N2185-0 N15804-0 N11438-0 N4738-0 N22078-0 N407-0 N779-0 N12881-0 N16108-0 N22937-0 N2797-0 N9468-0 N14605-0 N9556-0 N15885-0 N6221-0 N14531-0 N4232-0 N4012-0 N5927-0 N2766-0 N17839-0 N5250-0 N23591-0 N2470-0 N5726-0 N17869-0 N27924-0 N17492-0 N9451-0 N17014-0 N3870-0 N10904-0 N16079-0 N17935-0 N25884-0 N26952-0 N22975-0 N28587-0 N1128-0 N17978-0 N22139-0 N19629-0 N25182-0 N8160-0 N20464-0 N25897-0 N7452-0 N18638-0
23	U93213	11/13/2019 1:48:29 PM	N17708 N17943 N16977 N5221 N25988 N10155 N19490 N24757 N296 N11867 N5699 N17110 N12846 N18262 N17085 N17110 N17797 N20528 N13746 N6903 N24270 N5221 N28434 N24882 N2093 N12667 N16198 N12667 N12667 N16229 N9295 N21133 N6796 N1662 N11029 N12667 N18979 N22459	N761-0 N5788-1
24	U51767	11/14/2019 3:03:38 PM	N25852 N22385 N15131 N10270 N22427 N276 N1499 N21382 N26708 N22734 N28442 N20332 N26393 N27525 N21281 N9164 N13857 N594 N11519 N18039 N22599 N9331 N14672 N9726 N545 N14776 N9605 N9240 N303 N20286 N20286 N13944 N2424 N4688 N18426 N25975 N22887 N20682 N16836 N24245 N13700 N8722 N15961 N22568 N7775 N20556 N1902 N27585 N19232 N23231 N8310 N21545 N8741 N12950	N2740-0 N19406-0 N15143-0 N11158-0 N1202-0 N14942-0 N23409-0 N18790-0 N21514-0 N17546-0 N2375-0 N23982-0 N13463-0 N22216-0 N1815-0 N18073-0 N17621-0 N26548-0 N27776-1 N28106-0 N13497-0 N6505-0 N9870-0 N21159-0 N5323-0 N20025-0 N13552-0 N11575-0 N23487-0 N974-0 N622-0 N14980-0 N5830-0 N14490-0
25	U48080	11/12/2019 2:46:47 AM	N8468 N244 N12667 N25876 N12107 N2706 N8206 N26822	N11389-0 N18786-0 N7764-0 N12981-0 N24780-0 N13228-0 N6595-0 N10602-0 N22163-0 N5070-0 N5947-0 N294-0 N5279-0 N6937-0 N20755-0 N8395-0 N15623-0 N20122-0 N55-0 N5051-0 N16008-0 N7911-1 N510-0 N20630-0 N16067-0 N17968-0 N9916-0 N1615-0 N10729-0 N4187-0 N23230-0 N20643-0 N7382-0 N13507-0 N13390-0 N13116-0 N27294-0 N1400-0
26	U75917	11/13/2019 11:28:41 AM	N3269 N3792 N12117 N19377 N14883 N8845 N26505 N11206 N12807 N22656 N16389 N19937 N28179 N2604 N17052 N4226 N25996 N28208 N28246 N3889 N3913 N2733 N4090 N7026 N4779 N11512 N21627 N5511 N20068 N11427 N25392 N11671 N12836 N28026 N9877 N8288 N18302 N12465 N12351 N8067 N21952 N20286 N20507 N11002 N1374 N26676 N4688 N28133 N26840 N18426 N3059 N14335 N22330 N17579 N21095 N1831 N26840 N16984 N10488 N22211 N22107 N13818 N14908 N10704 N3257 N7367 N15455 N19326 N22896 N12952 N15156 N13881 N1315 N8915 N8295 N6172	N12327-0 N3867-0 N24674-0 N22379-0 N24104-0 N9884-0 N24231-0 N24755-0 N9817-0 N18531-0 N27077-0 N27355-0 N10729-0 N17278-0 N20120-0 N4566-0 N27889-0 N24351-0 N9953-0 N21223-0 N23202-0 N5309-0 N26803-0 N23470-0 N536-0 N14088-0 N1206-1 N19078-0 N23842-0 N21526-0 N18614-0 N13257-0 N12709-0 N21807-0 N3318-0
27	U26276	11/13/2019 12:59:50 PM	N10974 N25316 N6328 N16767	N25528-0 N2187-0 N8506-0 N4566-0 N8545-0 N106-0 N25333-0 N16787-0 N13534-0 N18943-0 N9749-0 N2177-0 N4570-0 N9817-0 N9950-0 N1206-0 N4541-0 N24755-0 N3862-0 N24231-0 N24147-0 N26284-0 N7519-0 N25188-0 N5846-0 N5558-0 N13749-0 N21665-0 N20005-0 N25830-0 N3710-0 N8319-0 N623-0 N20290-0 N27925-0 N25620-0 N28036-0 N23011-0 N24450-0 N3050-0 N25113-0 N12903-0 N17278-0 N2892-0 N23388-0 N755-0 N18531-0 N16540-0 N7883-0 N22220-0 N27355-0 N3226-0 N23029-0 N28044-0 N11489-1 N17665-0 N26803-0 N27077-0 N8557-0 N2299-0 N23842-0 N2127-0 N25319-0 N10729-0 N27907-0 N19724-0 N2665-0 N5070-0 N10196-0 N11071-0 N536-0 N8054-0 N16348-0 N14054-0 N21223-0 N2579-0 N10271-0 N25348-0 N9120-0 N27699-0 N23464-0 N932-0 N18886-0 N20702-0 N23341-0 N9468-0 N14544-0
28	U22697	11/9/2019 7:47:50 PM	N11775 N22427 N10470 N9057 N23269 N7746 N704 N19304 N14189 N20909 N5339 N8909 N624 N6863 N24146 N15612 N5776 N19109 N19446 N24141 N7231 N8211 N27426 N14437 N16164 N7724 N20791 N21699 N6498 N23951 N5504 N26769 N5968 N2966 N6024 N10977 N19553 N11576 N6048 N13767 N17099 N12421 N425 N19656 N24851 N6909 N20538	N19105-0 N12667-0 N15252-0 N18370-1
29	U87145	11/12/2019 3:47:25 PM	N1188 N10905 N12394 N17511 N16386 N2620 N7679 N25316 N15589 N13857 N20865 N10989 N9483 N13944 N11583 N8067 N2079 N8940 N28296 N2094 N18488 N17213 N425 N16639 N23231 N21545 N886	N16376-0 N3359-0 N13939-0 N20920-0 N13697-0 N26273-0 N209-1 N20261-0 N19078-0 N20529-0 N2902-0 N1157-0 N21430-0
30	U88771	11/14/2019 12:46:38 PM	N20461 N4041 N11283 N16355 N25094 N8305 N2573 N14496 N13975 N1607 N971 N4844 N16714 N11333 N3087 N19711 N10351 N13289 N13692 N13690 N13064 N27568 N21147 N11594 N18233	N4874-0 N14639-0 N17189-0 N19630-0 N6502-0 N11898-0 N6503-0 N25581-0 N10795-0 N22681-0 N14797-1 N2185-0 N11446-0 N18342-0 N25897-0 N5830-0 N9556-0 N9662-0 N13463-0 N17733-0 N26082-0
31	U88960	11/12/2019 4:56:52 AM	N18225 N1492 N11107 N1506 N16649 N15319 N9618 N3412 N20030 N15803 N27284 N27206 N23692 N19860 N28558 N11617 N4817 N11437 N25316 N25083 N4897 N6536 N3469 N14381 N10841 N25601 N3913 N5439 N21281 N4585 N743 N4090 N14679 N13598 N2794 N28159 N27942 N14255 N21112 N16898 N20302 N19767 N9832 N7869 N332 N1077 N10035 N17200 N7834 N14968 N11715 N27013 N14688 N4729 N27607 N14264 N26009 N4134 N6148 N21552 N8533 N1444 N130 N11933 N9177 N22031 N13975 N1592 N7350 N3959 N20331 N17335 N15509 N22941 N4982 N3832 N27573 N21 N26446 N25139 N10217 N20886 N4474 N16040 N134 N14940 N1371 N18426 N1979 N14026 N17579 N12681 N134 N24842 N25803 N18201 N14175 N8589 N10836 N23730 N27991 N16602 N22317 N20467 N6492 N637 N20465 N13223 N637 N15154 N24794 N14833 N9303 N21375 N18046 N27494 N25423 N18550 N11949 N12781 N9295 N5994 N3790 N21229 N17446 N425 N10972 N21458 N17375 N9841 N18397 N20981 N13879 N18835 N6661 N27011 N4381 N25695 N16106 N15836 N5518 N26672 N15588 N20803 N4875 N16309 N16025 N27957 N12387 N25749 N3056 N24536 N17737 N23430 N27910 N10231 N27152 N3860	N6937-0 N7090-0 N1721-0 N5119-0 N18460-0 N25531-0 N13187-0 N4187-0 N15645-0 N8562-0 N24649-0 N26165-0 N19209-0 N4795-0 N14030-0 N5051-0 N3529-1 N7911-0 N10602-0 N9781-0 N9966-1
32	U35178	11/10/2019 9:26:40 AM	N15264 N11188 N2477 N2411 N6795 N23742 N18464 N7196 N28495 N6217 N10460 N11723 N26459 N2633 N13430 N28385 N458 N316 N22325 N7555 N19531 N1029 N7160 N24720 N1760 N9163 N11617 N8411 N5123 N6199 N28062 N26451 N10337 N53 N177 N12202 N16678 N26570 N4883 N17283 N7885 N16162 N26509 N1687 N5232 N24364 N15241 N27040 N2332 N3208 N7160 N1087 N11049 N20775 N8558 N176 N20690 N19968 N13779 N578 N28493 N8284 N2794 N16188 N22683 N27583 N14255 N13750 N24148 N8084 N10683 N16638 N12242 N1722 N14636 N19173 N12763 N23790 N460 N14007 N13025 N9802 N4385 N8508 N13791 N27320 N1857 N10583 N26390 N26388 N22009 N12744 N15849 N19812 N19127 N10451 N4351 N25468 N20580 N7350 N3054 N19691 N881 N16422 N7149 N22862 N21188 N27352 N24390 N8067 N5687 N8820 N27845 N25876 N15668 N23705 N20424 N18522 N3973 N395 N2245 N10917 N10896 N18080 N22476 N365 N12190 N15551 N15251 N18405 N14452 N365 N26961 N9045 N5631 N6655 N14065 N22410 N20391 N558 N24894 N2079 N17106 N27494 N23529 N27546 N4880 N13818 N28296 N27591 N4344 N11469 N7424 N28597 N16916 N7953 N2817 N18868 N27079 N23139 N27326 N20218 N2193 N13047 N10812 N11029 N8741 N26072 N22187 N8763 N15106 N18581 N9274 N18586 N4246 N1364 N6501 N27910 N1364 N11648 N17705 N3860 N1920	N8257-0 N6725-0 N22990-1 N10821-0 N9319-0 N7910-0 N23160-0 N12218-0 N12602-0 N15417-0 N7907-0 N18352-0 N5336-0 N26428-0 N28290-0 N24186-0 N13948-0 N22793-0 N10647-0 N24955-0 N4364-0 N1380-0 N22882-0 N11191-0 N4753-0 N17119-0 N20587-0 N9730-0 N22641-0 N1920-0 N5813-0 N22614-0 N28297-0 N27-0 N6342-0 N19138-0 N4951-0 N7250-0 N6622-0 N914-0 N8513-0 N23820-0 N4713-0 N18110-0 N17039-0 N1636-0 N19215-0 N2100-0 N843-0 N27988-0 N27601-0 N794-0 N8710-0 N2931-0 N7452-0 N6410-0 N23139-0 N3402-0 N12176-0 N21769-0 N6872-0 N3800-0 N18261-0 N13465-0 N16242-0 N26154-0 N13576-0 N14697-1 N5651-0 N11696-0 N5337-0 N16161-0 N11158-0 N10178-0 N27255-0 N12678-0 N3992-0 N14044-0 N21453-0 N19779-0 N13772-0 N25012-0 N15037-0 N9524-0 N13232-0 N14380-0 N657-0 N12297-0 N6819-0 N7122-0 N6940-0 N26620-0 N27654-0 N27077-0 N18941-0 N5329-0 N13064-0 N14424-0 N10706-0 N13985-0 N25339-0 N11875-0 N3657-0 N13413-0 N12467-1 N12295-0 N1327-0 N24762-0 N6268-0 N16689-0 N24172-0 N16270-0 N12231-0 N10328-0 N4326-0 N27910-0 N376-0 N10550-0 N26042-0 N10232-0 N12610-0 N13567-0 N12120-0 N8256-0
